V1.V,V(R1.nA),I(R1.nA),
8.9,8.219580150584862,0.008327842097857004,
9,8.318981852470282,0.008428553042016496,
9.1,8.418389943685298,0.008529270459660891,
9.2,8.517804275403675,0.008629994200003724,
9.3,8.617224703930365,0.00873072411745731,
9.4,8.716651090468604,0.008831460071396763,
9.5,8.816083300900063,0.008932201925937248,
9.6,8.915521205577186,0.009032949549723593,
9.700000000000001,9.0149646791269,0.009133702815731408,
9.8,9.114413600264976,0.009234461601079004,
9.9,9.213867851620364,0.009335225786849408,
10,9.313327319568831,0.009435995257921815,
10.1,9.412791894075351,0.009536769902811906,
10.200000000000001,9.512261468544686,0.009637549613520452,
10.3,9.61173593967965,0.009738334285389717,
10.4,9.7112152073466,0.009839123816967173,
10.5,9.810699174447713,0.009939918109876102,
10.6,9.910187746799618,0.010040717068692624,
10.700000000000001,10.009680833018054,0.010141520600828829,
10.8,10.109178344408148,0.010242328616421631,
10.9,10.208680194860031,0.010343141028226983,
11,10.308186300749467,0.010443957751519217,
11.1,10.407696580843181,0.010544778703995119,
11.200000000000001,10.507210956208686,0.01064560380568256,
11.3,10.60672935012828,0.010746432978853374,
11.4,10.706251688017057,0.010847266147940281,
11.5,10.80577789734464,0.01094810323945759,
11.6,10.905307907560498,0.011048944181925532,
11.700000000000001,11.004841650022605,0.011149788905797979,
11.8,11.104379057929279,0.011250637343393394,
11.9,11.203920066254055,0.011351489428828831,
12,11.303464611683387,0.011452345097956826,
12.1,11.403012632557074,0.01155320428830504,
12.200000000000001,11.502564068811248,0.011654066939018489,
12.3,11.602118861923783,0.011754932990804238,
12.4,11.701676954862041,0.011855802385878461,
12.5,11.801238292032785,0.01195667506791569,
12.6,11.900802819234205,0.012057550982000209,
12.700000000000001,12.000370483609899,0.012158430074579432,
12.8,12.099941233604751,0.012259312293419202,
12.9,12.199515018922614,0.012360197587560908,
13,12.299091790485676,0.01246108590728032,
13.1,12.398671500395459,0.012561977204048084,
13.200000000000001,12.498254101895377,0.01266287143049177,
13.3,12.597839549334743,0.012763768540359417,
13.4,12.697427798134214,0.012864668488484514,
13.5,12.797018804752543,0.012965571230752324,
13.6,12.896612526654627,0.013066476724067504,
13.700000000000001,12.996208922280776,0.013167384926322976,
13.8,13.095807951017129,0.013268295796369938,
13.9,13.195409573167204,0.013369209293989062,
14,13.295013749924497,0.013470125379862714,
14.1,13.39462044334609,0.013571044015548218,
14.200000000000001,13.494229616327251,0.01367196516345213,
14.3,13.593841232576926,0.013772888786805397,
14.4,13.693455256594161,0.013873814849639475,
14.5,13.793071653645338,0.013974743316763261,
14.6,13.892690389742237,0.014075674153740869,
14.700000000000001,13.992311431620884,0.014176607326870197,
14.8,14.09193474672112,0.01427754280316223,
14.9,14.19156030316692,0.014378480550321095,
15,14.291188069747358,0.01447942053672478,
15.1,14.390818015898256,0.014580362731406542,
15.200000000000001,14.49045011168445,0.014681307104036931,
15.3,14.590084327782646,0.01478225362490643,
15.4,14.689720635464894,0.014883202264908708,
15.5,14.789359006582579,0.014984152995524398,
15.6,14.888999413550957,0.015085105788805429,
15.700000000000001,14.988641829334213,0.015186060617359894,
15.8,15.088286227430993,0.01528701745433738,
15.9,15.187932581860432,0.015387976273414825,
16,15.28758086714861,0.015488937048782788,
16.1,15.387231058315475,0.015589899755132194,
16.200000000000003,15.486883130862141,0.015690864367641482,
16.3,15.586537060758639,0.015791830861964173,
16.400000000000002,15.68619282443204,0.01589279921421686,
16.500000000000004,15.785850398754919,0.015993769400967497,
16.6,15.88550976103423,0.016094741399224146,
16.700000000000003,15.9851708890005,0.016195715186424015,
16.8,16.084833760797345,0.016296690740422844,
16.900000000000002,16.184498354971353,0.016397668039484656,
17.000000000000004,16.284164650462202,0.016498647062271735,
17.1,16.38383262659316,0.016599627787835018,
17.200000000000003,16.483502263061826,0.01670061019560469,
17.3,16.583173539931117,0.01680159426538107,
17.400000000000002,16.682846437620622,0.01690257997732586,
17.500000000000004,16.782520936898102,0.0170035673119535,
17.6,16.8821970188713,0.017104556250122898,
17.700000000000003,16.98187466498,0.017205546773029386,
17.8,17.08155385698828,0.017306538862196838,
17.900000000000002,17.181234576976998,0.01740753249947011,
18.000000000000004,17.28091680733652,0.017508527667007622,
18.1,17.38060053075962,0.017609524347274183,
18.200000000000003,17.48028573023462,0.017710522523034063,
18.3,17.579972389038684,0.01781152217734416,
18.400000000000002,17.67966049073133,0.017912523293547446,
18.500000000000004,17.779350019148104,0.018013525855266572,
18.6,17.879040958394455,0.018114529846397626,
18.700000000000003,17.978733292839753,0.018215535251104108,
18.8,18.078427007111465,0.01831654205381101,
18.900000000000002,18.178122086089555,0.018417550239199144,
19.000000000000004,18.27781851490093,0.018518559792199525,
19.1,18.37751627891413,0.018619570697987975,
19.200000000000003,18.477215363734125,0.018720582941979865,
19.300000000000004,18.576915755197238,0.018821596509824963,
19.400000000000002,18.67661743936622,0.018922611387402453,
19.500000000000004,18.776320402525457,0.01902362756081607,
19.6,18.876024631176296,0.019124645016389358,
19.700000000000003,18.975730112032497,0.019225663740661092,
19.800000000000004,19.075436832015797,0.01932668372038075,
19.900000000000002,19.175144778251592,0.019427704942504148,
20.000000000000004,19.27485393806476,0.01952872739418922,
